wavelength_nm,reflectance,theta_deg
450.0,0.04284081384308254,10.0
455.0,0.04421871168231342,10.0
460.0,0.03618106021179498,10.0
465.0,0.03436883601288827,10.0
470.0,0.01859852915297432,10.0
475.0,0.02957348468915883,10.0
479.99999999999994,0.0109524205527796,10.0
485.0,0.09273195394904478,10.0
489.99999999999994,0.1014134644312722,10.0
495.0,0.8318944263510828,10.0
500.0,0.03838101809386982,10.0
505.00000000000006,0.03562913072359809,10.0
510.0,0.6235010669178623,10.0
514.9999999999999,0.01675181734748248,10.0
520.0,0.01635213075155477,10.0
525.0,0.00453818855929304,10.0
530.0,0.2347541155505346,10.0
535.0,0.1237915555748597,10.0
540.0,0.02756947286670416,10.0
545.0,0.03211798424404976,10.0
550.0,0.03321803630978838,10.0
555.0,0.07210908543962699,10.0
559.9999999999999,0.02775005478712232,10.0
565.0,0.04070860157407073,10.0
570.0,0.04449572117609914,10.0
575.0,0.07491058113778556,10.0
580.0,0.5046291505265204,10.0
585.0,0.009329642451401797,10.0
590.0,0.1265771435509253,10.0
595.0,0.02701330815009373,10.0
600.0,0.01793955501091098,10.0
604.9999999999999,0.01618172480174797,10.0
610.0,0.0161120863200803,10.0
615.0,0.01628114205696878,10.0
620.0,0.01755739327603891,10.0
625.0,0.007985330920051836,10.0
630.0,0.01228547443579165,10.0
635.0,0.01251297562361861,10.0
640.0,0.01419615381097098,10.0
645.0,0.009946861420005249,10.0
649.9999999999999,0.5761370968925704,10.0
655.0,0.1063262497411216,10.0
660.0,0.05157112954312693,10.0
665.0,0.04312091082714065,10.0
669.9999999999999,0.05964993893135466,10.0
675.0,0.008662781114440262,10.0
680.0,0.01395530933612603,10.0
685.0,0.0155693007272755,10.0
690.0,0.01565557675666709,10.0
694.9999999999999,0.01579379904892747,10.0
700.0,0.01473674557410577,10.0
705.0,0.01364761620339573,10.0
710.0,0.01226820189351278,10.0
714.9999999999999,0.01069462317342851,10.0
720.0,0.01068702834807242,10.0
725.0,0.04774249461823434,10.0
730.0,0.8934996661443713,10.0
735.0,0.1325224553225545,10.0
740.0,0.09276348662190098,10.0
745.0,0.05542128934431638,10.0
750.0,0.05355718124287004,10.0
