wavelength_nm,reflectance,theta_deg
450.0,0.4997266913141919,80.0
455.0,0.5566281974579068,80.0
460.0,0.1621990953412309,80.0
465.0,0.206183976349607,80.0
470.0,0.1925098655690906,80.0
475.0,0.4687787402224543,80.0
479.99999999999994,0.6584192576506233,80.0
485.0,0.5549247353829085,80.0
489.99999999999994,0.7038532180215472,80.0
495.0,0.2306464217861236,80.0
500.0,0.3145942674145469,80.0
505.00000000000006,0.4190886612688997,80.0
510.0,0.5044395283014227,80.0
514.9999999999999,0.5542915777459554,80.0
520.0,0.664801477336094,80.0
525.0,0.8595338466073357,80.0
530.0,0.6074085662022572,80.0
535.0,0.2508671709054008,80.0
540.0,0.9133571078614676,80.0
545.0,0.2430048498044881,80.0
550.0,0.5199365724119502,80.0
555.0,0.6867331977817479,80.0
559.9999999999999,0.8147891232557658,80.0
565.0,0.9590744795970675,80.0
570.0,0.8748289115738996,80.0
575.0,0.9153880094548967,80.0
580.0,0.6027507999380721,80.0
585.0,0.5340235090065926,80.0
590.0,0.428493043108311,80.0
595.0,0.6066121802982047,80.0
600.0,0.003657159892154283,80.0
604.9999999999999,0.07705622047242583,80.0
610.0,0.2800530443692627,80.0
615.0,0.75204216507495,80.0
620.0,0.826321151757175,80.0
625.0,0.3261114550559949,80.0
630.0,0.2343716235125037,80.0
635.0,0.2298098509911576,80.0
640.0,0.3208015821241845,80.0
645.0,0.2474566791420317,80.0
649.9999999999999,0.4097851487717806,80.0
655.0,0.2096891045306549,80.0
660.0,0.2270855769647874,80.0
665.0,0.381470521891934,80.0
669.9999999999999,0.9814207477944678,80.0
675.0,0.4516201710384151,80.0
680.0,0.7133087864770538,80.0
685.0,0.9829913380344885,80.0
690.0,0.185581374781723,80.0
694.9999999999999,0.7304511607720181,80.0
700.0,0.6377356648030097,80.0
705.0,0.6020965455718907,80.0
710.0,0.5879594468110285,80.0
714.9999999999999,0.5823826014896253,80.0
720.0,0.5809372383236653,80.0
725.0,0.5879655779715697,80.0
730.0,0.6950763024776501,80.0
735.0,0.4593932681490121,80.0
740.0,0.7046804052311669,80.0
745.0,0.1503617499652888,80.0
750.0,0.09640704603897599,80.0
