% Model,薄膜计算.mph
% Version,COMSOL 6.4.0.293
% Date,"Apr 23 2026, 11:15"
% Table,表格 1 - 反射率、透射率和吸收率 (ewfd)
% freq (THz),反射率，端口 1 (1),总反射率 (1),theta (rad),n1_A,n1_B,n1_C,n2_A,n2_B,n2_C
4.106746000000000E2,8.934996661443114E-1∠0.000000000000000E0°,8.934996661443114E-1∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-2∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
