% Model,薄膜计算.mph
% Version,COMSOL 6.4.0.293
% Date,"Apr 16 2026, 09:29"
% Table,表格 1 - 反射率、透射率和吸收率 (ewfd)
% lambda0 (m),freq (THz),反射率，端口 1 (1),总反射率 (1),theta (rad)
6.249999999999999E-7,4.796679328000001E2,1.328423595853183E-2∠0.000000000000000E0°,1.328423595853183E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.300000000000000E-7,4.758610444444444E2,1.345265203067152E-2∠0.000000000000000E0°,1.345265203067152E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.350000000000000E-7,4.721141070866142E2,1.361616774286970E-2∠0.000000000000000E0°,1.361616774286970E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.400000000000000E-7,4.684257156250000E2,1.378841694681444E-2∠0.000000000000000E0°,1.378841694681444E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.450000000000000E-7,4.647945085271318E2,1.395871308696407E-2∠0.000000000000000E0°,1.395871308696407E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.499999999999999E-7,4.612191661538462E2,1.413115312019788E-2∠0.000000000000000E0°,1.413115312019788E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.550000000000000E-7,4.576984091603053E2,1.430079117962975E-2∠0.000000000000000E0°,1.430079117962975E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.600000000000000E-7,4.542309969696970E2,1.447582214625152E-2∠0.000000000000000E0°,1.447582214625152E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.650000000000000E-7,4.508157263157895E2,1.464887843447773E-2∠0.000000000000000E0°,1.464887843447773E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.699999999999999E-7,4.474514298507463E2,1.481411705903901E-2∠0.000000000000000E0°,1.481411705903901E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.750000000000000E-7,4.441369748148147E2,1.498619132452045E-2∠0.000000000000000E0°,1.498619132452045E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.800000000000001E-7,4.408712617647059E2,1.515996984619832E-2∠0.000000000000000E0°,1.515996984619832E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.850000000000000E-7,4.376532233576642E2,1.532997822879726E-2∠0.000000000000000E0°,1.532997822879726E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.900000000000000E-7,4.344818231884058E2,1.549810082869472E-2∠0.000000000000000E0°,1.549810082869472E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
6.949999999999999E-7,4.313560546762591E2,1.566544498581311E-2∠0.000000000000000E0°,1.566544498581311E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.000000000000000E-7,4.282749400000000E2,1.583393059885425E-2∠0.000000000000000E0°,1.583393059885425E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.050000000000000E-7,4.252375290780141E2,1.599856802089555E-2∠0.000000000000000E0°,1.599856802089555E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.100000000000000E-7,4.222428985915493E2,1.616396376723768E-2∠0.000000000000000E0°,1.616396376723768E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
