% Model,薄膜计算.mph
% Version,COMSOL 6.4.0.293
% Date,"Apr 21 2026, 19:55"
% Table,表格 1 - 反射率、透射率和吸收率 (ewfd)
% lambda0 (m),theta (rad),n1_B,freq (THz),反射率，端口 1 (1),总反射率 (1),n1_A,n1_B,n1_C,n2_A,n2_B,n2_C
4.950000000000000E-7,8.000000000000000E1,0.000000000000000E0,6.056413292929291E2,2.382630508877098E0∠0.000000000000000E0°,2.382630508877098E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.950000000000000E-7,8.000000000000000E1,1.000000000000000E-3,6.056413292929291E2,2.381974479356929E0∠0.000000000000000E0°,2.381974479356929E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.950000000000000E-7,8.000000000000000E1,2.000000000000000E-3,6.056413292929291E2,2.381610270779305E0∠0.000000000000000E0°,2.381610270779305E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.950000000000000E-7,8.000000000000000E1,3.000000000000000E-3,6.056413292929291E2,2.381124599662905E0∠0.000000000000000E0°,2.381124599662905E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.950000000000000E-7,8.000000000000000E1,4.000000000000000E-3,6.056413292929291E2,2.380696897824657E0∠0.000000000000000E0°,2.380696897824657E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.950000000000000E-7,8.000000000000000E1,5.000000000000000E-3,6.056413292929291E2,2.380306181356954E0∠0.000000000000000E0°,2.380306181356954E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.000000000000000E-7,1.000000000000000E1,0.000000000000000E0,5.995849160000000E2,1.197449580308456E-1∠0.000000000000000E0°,1.197449580308456E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.000000000000000E-7,1.000000000000000E1,1.000000000000000E-3,5.995849160000000E2,1.200390675561550E-1∠0.000000000000000E0°,1.200390675561550E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.000000000000000E-7,1.000000000000000E1,2.000000000000000E-3,5.995849160000000E2,1.203323084328418E-1∠0.000000000000000E0°,1.203323084328418E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.000000000000000E-7,1.000000000000000E1,3.000000000000000E-3,5.995849160000000E2,1.206269079932465E-1∠0.000000000000000E0°,1.206269079932465E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.000000000000000E-7,1.000000000000000E1,4.000000000000000E-3,5.995849160000000E2,1.209202876413093E-1∠0.000000000000000E0°,1.209202876413093E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.000000000000000E-7,1.000000000000000E1,5.000000000000000E-3,5.995849160000000E2,1.212146197903151E-1∠0.000000000000000E0°,1.212146197903151E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.000000000000000E-7,8.000000000000000E1,0.000000000000000E0,5.995849160000000E2,2.383339101973037E0∠0.000000000000000E0°,2.383339101973037E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.000000000000000E-7,8.000000000000000E1,1.000000000000000E-3,5.995849160000000E2,2.382807239142387E0∠0.000000000000000E0°,2.382807239142387E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.000000000000000E-7,8.000000000000000E1,2.000000000000000E-3,5.995849160000000E2,2.382504031748263E0∠0.000000000000000E0°,2.382504031748263E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.000000000000000E-7,8.000000000000000E1,3.000000000000000E-3,5.995849160000000E2,2.382017861316670E0∠0.000000000000000E0°,2.382017861316670E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.000000000000000E-7,8.000000000000000E1,4.000000000000000E-3,5.995849160000000E2,2.381432749669351E0∠0.000000000000000E0°,2.381432749669351E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.000000000000000E-7,8.000000000000000E1,5.000000000000000E-3,5.995849160000000E2,2.380932091049036E0∠0.000000000000000E0°,2.380932091049036E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.050000000000000E-7,1.000000000000000E1,0.000000000000000E0,5.936484316831683E2,1.303809245497063E-1∠0.000000000000000E0°,1.303809245497063E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.050000000000000E-7,1.000000000000000E1,1.000000000000000E-3,5.936484316831683E2,1.309487998510554E-1∠0.000000000000000E0°,1.309487998510554E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.050000000000000E-7,1.000000000000000E1,2.000000000000000E-3,5.936484316831683E2,1.315156687195915E-1∠0.000000000000000E0°,1.315156687195915E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.050000000000000E-7,1.000000000000000E1,3.000000000000000E-3,5.936484316831683E2,1.320833981595142E-1∠0.000000000000000E0°,1.320833981595142E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.050000000000000E-7,1.000000000000000E1,4.000000000000000E-3,5.936484316831683E2,1.326542903632403E-1∠0.000000000000000E0°,1.326542903632403E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.050000000000000E-7,1.000000000000000E1,5.000000000000000E-3,5.936484316831683E2,1.332254441843133E-1∠0.000000000000000E0°,1.332254441843133E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.050000000000000E-7,8.000000000000000E1,0.000000000000000E0,5.936484316831683E2,2.384374148157280E0∠0.000000000000000E0°,2.384374148157280E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.050000000000000E-7,8.000000000000000E1,1.000000000000000E-3,5.936484316831683E2,2.383502944286775E0∠0.000000000000000E0°,2.383502944286775E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.050000000000000E-7,8.000000000000000E1,2.000000000000000E-3,5.936484316831683E2,2.383358142782974E0∠0.000000000000000E0°,2.383358142782974E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.050000000000000E-7,8.000000000000000E1,3.000000000000000E-3,5.936484316831683E2,2.382844772208552E0∠0.000000000000000E0°,2.382844772208552E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.050000000000000E-7,8.000000000000000E1,4.000000000000000E-3,5.936484316831683E2,2.382483283595605E0∠0.000000000000000E0°,2.382483283595605E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.050000000000000E-7,8.000000000000000E1,5.000000000000000E-3,5.936484316831683E2,2.381937243641797E0∠0.000000000000000E0°,2.381937243641797E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.100000000000000E-7,1.000000000000000E1,0.000000000000000E0,5.878283490196079E2,1.432945961315720E-1∠0.000000000000000E0°,1.432945961315720E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.100000000000000E-7,1.000000000000000E1,1.000000000000000E-3,5.878283490196079E2,1.440806129444833E-1∠0.000000000000000E0°,1.440806129444833E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.100000000000000E-7,1.000000000000000E1,2.000000000000000E-3,5.878283490196079E2,1.448683836137729E-1∠0.000000000000000E0°,1.448683836137729E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.100000000000000E-7,1.000000000000000E1,3.000000000000000E-3,5.878283490196079E2,1.456565896037254E-1∠0.000000000000000E0°,1.456565896037254E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.100000000000000E-7,1.000000000000000E1,4.000000000000000E-3,5.878283490196079E2,1.464465727756359E-1∠0.000000000000000E0°,1.464465727756359E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.100000000000000E-7,1.000000000000000E1,5.000000000000000E-3,5.878283490196079E2,1.472413285481213E-1∠0.000000000000000E0°,1.472413285481213E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.100000000000000E-7,8.000000000000000E1,0.000000000000000E0,5.878283490196079E2,2.385498337386732E0∠0.000000000000000E0°,2.385498337386732E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.100000000000000E-7,8.000000000000000E1,1.000000000000000E-3,5.878283490196079E2,2.384617136121696E0∠0.000000000000000E0°,2.384617136121696E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.100000000000000E-7,8.000000000000000E1,2.000000000000000E-3,5.878283490196079E2,2.384203831140286E0∠0.000000000000000E0°,2.384203831140286E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.100000000000000E-7,8.000000000000000E1,3.000000000000000E-3,5.878283490196079E2,2.383517192603560E0∠0.000000000000000E0°,2.383517192603560E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.100000000000000E-7,8.000000000000000E1,4.000000000000000E-3,5.878283490196079E2,2.383711286742908E0∠0.000000000000000E0°,2.383711286742908E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.100000000000000E-7,8.000000000000000E1,5.000000000000000E-3,5.878283490196079E2,2.382832802214964E0∠0.000000000000000E0°,2.382832802214964E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.000000000000000E1,0.000000000000000E0,5.821212776699030E2,1.576611827575560E-1∠0.000000000000000E0°,1.576611827575560E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.000000000000000E1,1.000000000000000E-3,5.821212776699030E2,1.586076105854292E-1∠0.000000000000000E0°,1.586076105854292E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.000000000000000E1,2.000000000000000E-3,5.821212776699030E2,1.595542510940623E-1∠0.000000000000000E0°,1.595542510940623E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.000000000000000E1,3.000000000000000E-3,5.821212776699030E2,1.605037784916846E-1∠0.000000000000000E0°,1.605037784916846E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.000000000000000E1,4.000000000000000E-3,5.821212776699030E2,1.614584137531077E-1∠0.000000000000000E0°,1.614584137531077E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.000000000000000E1,5.000000000000000E-3,5.821212776699030E2,1.624141645320293E-1∠0.000000000000000E0°,1.624141645320293E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,8.000000000000000E1,0.000000000000000E0,5.821212776699030E2,2.386143203793611E0∠0.000000000000000E0°,2.386143203793611E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,8.000000000000000E1,1.000000000000000E-3,5.821212776699030E2,2.385643930549565E0∠0.000000000000000E0°,2.385643930549565E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,8.000000000000000E1,2.000000000000000E-3,5.821212776699030E2,2.385175338005668E0∠0.000000000000000E0°,2.385175338005668E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,8.000000000000000E1,3.000000000000000E-3,5.821212776699030E2,2.384840783468124E0∠0.000000000000000E0°,2.384840783468124E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,8.000000000000000E1,4.000000000000000E-3,5.821212776699030E2,2.384512315460127E0∠0.000000000000000E0°,2.384512315460127E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,8.000000000000000E1,5.000000000000000E-3,5.821212776699030E2,2.384220845420767E0∠0.000000000000000E0°,2.384220845420767E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.000000000000000E1,0.000000000000000E0,5.765239576923076E2,1.727055786757115E-1∠0.000000000000000E0°,1.727055786757115E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.000000000000000E1,1.000000000000000E-3,5.765239576923076E2,1.737515524358503E-1∠0.000000000000000E0°,1.737515524358503E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.000000000000000E1,2.000000000000000E-3,5.765239576923076E2,1.748012660566014E-1∠0.000000000000000E0°,1.748012660566014E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.000000000000000E1,3.000000000000000E-3,5.765239576923076E2,1.758546715067359E-1∠0.000000000000000E0°,1.758546715067359E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.000000000000000E1,4.000000000000000E-3,5.765239576923076E2,1.769113493604191E-1∠0.000000000000000E0°,1.769113493604191E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.000000000000000E1,5.000000000000000E-3,5.765239576923076E2,1.779714655472679E-1∠0.000000000000000E0°,1.779714655472679E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,8.000000000000000E1,0.000000000000000E0,5.765239576923076E2,2.387396884403602E0∠0.000000000000000E0°,2.387396884403602E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,8.000000000000000E1,1.000000000000000E-3,5.765239576923076E2,2.386709958467634E0∠0.000000000000000E0°,2.386709958467634E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,8.000000000000000E1,2.000000000000000E-3,5.765239576923076E2,2.386261736015883E0∠0.000000000000000E0°,2.386261736015883E0∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
