% Model,薄膜计算.mph
% Version,COMSOL 6.4.0.293
% Date,"Apr 16 2026, 09:59"
% Table,表格 1 - 反射率、透射率和吸收率 (ewfd)
% lambda0 (m),freq (THz),反射率，端口 1 (1),总反射率 (1),theta (rad)
4.800000000000000E-7,6.245676208333332E2,2.975164391504418E-3∠0.000000000000000E0°,2.975164391504418E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
4.850000000000000E-7,6.181287793814432E2,3.027866806301212E-3∠0.000000000000000E0°,3.027866806301212E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
4.900000000000000E-7,6.118213428571429E2,3.085131180436795E-3∠0.000000000000000E0°,3.085131180436795E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
4.950000000000000E-7,6.056413292929291E2,3.145705441608555E-3∠0.000000000000000E0°,3.145705441608555E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.000000000000000E-7,5.995849160000000E2,3.210089742652046E-3∠0.000000000000000E0°,3.210089742652046E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.050000000000000E-7,5.936484316831683E2,3.277587244839220E-3∠0.000000000000000E0°,3.277587244839220E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.100000000000000E-7,5.878283490196079E2,3.348980379706707E-3∠0.000000000000000E0°,3.348980379706707E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.149999999999999E-7,5.821212776699030E2,3.422552709618590E-3∠0.000000000000000E0°,3.422552709618590E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.200000000000000E-7,5.765239576923076E2,3.498264505022326E-3∠0.000000000000000E0°,3.498264505022326E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.250000000000000E-7,5.710332533333334E2,3.576140469146687E-3∠0.000000000000000E0°,3.576140469146687E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.300000000000000E-7,5.656461471698113E2,3.656598175320687E-3∠0.000000000000000E0°,3.656598175320687E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.350000000000000E-7,5.603597345794393E2,3.739555144113343E-3∠0.000000000000000E0°,3.739555144113343E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.400000000000000E-7,5.551712185185185E2,3.822465146829476E-3∠0.000000000000000E0°,3.822465146829476E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.450000000000000E-7,5.500779045871560E2,3.908004048906015E-3∠0.000000000000000E0°,3.908004048906015E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.500000000000000E-7,5.450771963636364E2,3.994105750948150E-3∠0.000000000000000E0°,3.994105750948150E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.550000000000000E-7,5.401665909909910E2,4.081970873541264E-3∠0.000000000000000E0°,4.081970873541264E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.599999999999999E-7,5.353436750000001E2,4.171482831637787E-3∠0.000000000000000E0°,4.171482831637787E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.650000000000000E-7,5.306061203539823E2,4.260120007258157E-3∠0.000000000000000E0°,4.260120007258157E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.700000000000000E-7,5.259516807017543E2,4.350803390769156E-3∠0.000000000000000E0°,4.350803390769156E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.750000000000000E-7,5.213781878260869E2,4.442334849418909E-3∠0.000000000000000E0°,4.442334849418909E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.800000000000000E-7,5.168835482758622E2,4.533632574043161E-3∠0.000000000000000E0°,4.533632574043161E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.850000000000000E-7,5.124657401709401E2,4.626160977631435E-3∠0.000000000000000E0°,4.626160977631435E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.900000000000000E-7,5.081228101694915E2,4.717435693291258E-3∠0.000000000000000E0°,4.717435693291258E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
5.950000000000000E-7,5.038528705882353E2,4.809893238339724E-3∠0.000000000000000E0°,4.809893238339724E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.000000000000000E-7,4.996540966666667E2,4.902397355024572E-3∠0.000000000000000E0°,4.902397355024572E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.049999999999999E-7,4.955247239669422E2,4.994686462524034E-3∠0.000000000000000E0°,4.994686462524034E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.100000000000000E-7,4.914630459016394E2,5.087411792076066E-3∠0.000000000000000E0°,5.087411792076066E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.150000000000000E-7,4.874674113821138E2,5.179221039322938E-3∠0.000000000000000E0°,5.179221039322938E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.200000000000000E-7,4.835362225806452E2,5.271040680678806E-3∠0.000000000000000E0°,5.271040680678806E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.249999999999999E-7,4.796679328000001E2,5.362978131486801E-3∠0.000000000000000E0°,5.362978131486801E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.300000000000000E-7,4.758610444444444E2,5.454465682252540E-3∠0.000000000000000E0°,5.454465682252540E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.350000000000000E-7,4.721141070866142E2,5.545087278729405E-3∠0.000000000000000E0°,5.545087278729405E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.400000000000000E-7,4.684257156250000E2,5.635524089017062E-3∠0.000000000000000E0°,5.635524089017062E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.450000000000000E-7,4.647945085271318E2,5.725656516561320E-3∠0.000000000000000E0°,5.725656516561320E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.499999999999999E-7,4.612191661538462E2,5.815471276923273E-3∠0.000000000000000E0°,5.815471276923273E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.550000000000000E-7,4.576984091603053E2,5.904862812691382E-3∠0.000000000000000E0°,5.904862812691382E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.600000000000000E-7,4.542309969696970E2,5.993845662023411E-3∠0.000000000000000E0°,5.993845662023411E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.650000000000000E-7,4.508157263157895E2,6.081791017213796E-3∠0.000000000000000E0°,6.081791017213796E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.699999999999999E-7,4.474514298507463E2,6.168920813435183E-3∠0.000000000000000E0°,6.168920813435183E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.750000000000000E-7,4.441369748148147E2,6.255527412202819E-3∠0.000000000000000E0°,6.255527412202819E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.800000000000001E-7,4.408712617647059E2,6.341871000889883E-3∠0.000000000000000E0°,6.341871000889883E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.850000000000000E-7,4.376532233576642E2,6.427508134613083E-3∠0.000000000000000E0°,6.427508134613083E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.900000000000000E-7,4.344818231884058E2,6.512529282518454E-3∠0.000000000000000E0°,6.512529282518454E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
6.949999999999999E-7,4.313560546762591E2,6.597115374489407E-3∠0.000000000000000E0°,6.597115374489407E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.000000000000000E-7,4.282749400000000E2,6.680887284359154E-3∠0.000000000000000E0°,6.680887284359154E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.050000000000000E-7,4.252375290780141E2,6.763235922677179E-3∠0.000000000000000E0°,6.763235922677179E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.100000000000000E-7,4.222428985915493E2,6.845293930919207E-3∠0.000000000000000E0°,6.845293930919207E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.149999999999999E-7,4.192901510489510E2,6.926830041787783E-3∠0.000000000000000E0°,6.926830041787783E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.200000000000000E-7,4.163784138888889E2,7.007942241372391E-3∠0.000000000000000E0°,7.007942241372391E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.250000000000000E-7,4.135068386206896E2,7.088369768891453E-3∠0.000000000000000E0°,7.088369768891453E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.300000000000000E-7,4.106746000000000E2,7.166477909123245E-3∠0.000000000000000E0°,7.166477909123245E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.350000000000000E-7,4.078808952380953E2,7.244941361086242E-3∠0.000000000000000E0°,7.244941361086242E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.400000000000000E-7,4.051249432432432E2,7.323044869467906E-3∠0.000000000000000E0°,7.323044869467906E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.450000000000001E-7,4.024059838926174E2,7.400225872997126E-3∠0.000000000000000E0°,7.400225872997126E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.500000000000000E-7,3.997232773333333E2,7.476866179934008E-3∠0.000000000000000E0°,7.476866179934008E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.550000000000000E-7,3.970761033112582E2,7.552662643184421E-3∠0.000000000000000E0°,7.552662643184421E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.599999999999999E-7,3.944637605263158E2,7.626956378372905E-3∠0.000000000000000E0°,7.626956378372905E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.650000000000000E-7,3.918855660130719E2,7.700962504386596E-3∠0.000000000000000E0°,7.700962504386596E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.700000000000000E-7,3.893408545454545E2,7.774281379491670E-3∠0.000000000000000E0°,7.774281379491670E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.750000000000000E-7,3.868289780645160E2,7.846167131755030E-3∠0.000000000000000E0°,7.846167131755030E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.799999999999999E-7,3.843493051282052E2,7.917761428835483E-3∠0.000000000000000E0°,7.917761428835483E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.850000000000000E-7,3.819012203821656E2,7.988751070007424E-3∠0.000000000000000E0°,7.988751070007424E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.900000000000001E-7,3.794841240506329E2,8.059791338774136E-3∠0.000000000000000E0°,8.059791338774136E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
7.950000000000000E-7,3.770974314465409E2,8.129367930677475E-3∠0.000000000000000E0°,8.129367930677475E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
8.000000000000000E-7,3.747405725000000E2,8.197731312537739E-3∠0.000000000000000E0°,8.197731312537739E-3∠0.000000000000000E0°,6.981317007977318E-1∠0.000000000000000E0°
