use_dispersion,theta2_fit_deg,d_fit_nominal_nm,d_fit_corrected_nm,best_objective,nominal_objective
False,79.99787367871913,113.15245059332682,113.21192125631917,0.2991696177185364,0.29934592238184754
True,80.01716570539807,101.57357275932841,101.01211547471043,0.08421587471185027,0.09569327648841612
