wavelength_nm,reflectance,theta_deg
450.0,0.2443727310093271,80.0
455.0,0.2444103760834772,80.0
460.0,0.2444947479542687,80.0
465.0,0.2445807962050551,80.0
470.0,0.2444393547835032,80.0
475.0,0.2445273937523022,80.0
479.99999999999994,0.2445987163960731,80.0
485.0,0.2445107264927301,80.0
489.99999999999994,0.2445522115574705,80.0
495.0,0.2444882960753019,80.0
500.0,0.2444320324661099,80.0
505.00000000000006,0.2444621511525321,80.0
510.0,0.2444287556040934,80.0
514.9999999999999,0.244407402025514,80.0
520.0,0.2444246024558638,80.0
525.0,0.2443647856565933,80.0
530.0,0.2442462977339064,80.0
535.0,0.2442218101006002,80.0
540.0,0.244194193594442,80.0
545.0,0.2441631935240367,80.0
550.0,0.2441087322805551,80.0
555.0,0.2440686740716924,80.0
559.9999999999999,0.2440156509682633,80.0
565.0,0.2439258892185356,80.0
570.0,0.243860420577814,80.0
575.0,0.2438223726860118,80.0
580.0,0.2437968913054768,80.0
585.0,0.2437342417136946,80.0
590.0,0.2436705317665347,80.0
595.0,0.2435859495984198,80.0
600.0,0.2435194828284789,80.0
604.9999999999999,0.2434175035580286,80.0
610.0,0.2433558344035894,80.0
615.0,0.2433074577806278,80.0
620.0,0.2433274141420915,80.0
625.0,0.2432554744494545,80.0
630.0,0.243199994881495,80.0
635.0,0.24308249574657,80.0
640.0,0.2430034534303072,80.0
645.0,0.2429084797640945,80.0
649.9999999999999,0.2428243571606308,80.0
655.0,0.2427554938796951,80.0
660.0,0.2427260091311361,80.0
665.0,0.2426777640217554,80.0
669.9999999999999,0.242683306119304,80.0
675.0,0.2426419056308316,80.0
680.0,0.2425675235622719,80.0
685.0,0.2424883604953773,80.0
690.0,0.2424424992123582,80.0
694.9999999999999,0.2423791237664029,80.0
700.0,0.2422704610803668,80.0
705.0,0.2422127581565064,80.0
710.0,0.2421303506870175,80.0
714.9999999999999,0.2421239550427397,80.0
720.0,0.2420391546528553,80.0
725.0,0.2419645190945994,80.0
730.0,0.2419648991065962,80.0
735.0,0.2418962825352785,80.0
740.0,0.2418526994305969,80.0
745.0,0.2417899002444951,80.0
750.0,0.2417276944763572,80.0
