lambda_um,n,k,material,source
4.42,1.65564492,0,Al2O3,Malitson 1962 ordinary ray
4.43,1.65514632,0,Al2O3,Malitson 1962 ordinary ray
4.44,1.65464616,0,Al2O3,Malitson 1962 ordinary ray
4.45,1.65414444,0,Al2O3,Malitson 1962 ordinary ray
4.46,1.65364116,0,Al2O3,Malitson 1962 ordinary ray
4.47,1.65313631,0,Al2O3,Malitson 1962 ordinary ray
4.48,1.65262989,0,Al2O3,Malitson 1962 ordinary ray
4.49,1.65212189,0,Al2O3,Malitson 1962 ordinary ray
4.5,1.65161232,0,Al2O3,Malitson 1962 ordinary ray
4.51,1.65110116,0,Al2O3,Malitson 1962 ordinary ray
4.52,1.65058841,0,Al2O3,Malitson 1962 ordinary ray
4.53,1.65007408,0,Al2O3,Malitson 1962 ordinary ray
4.54,1.64955815,0,Al2O3,Malitson 1962 ordinary ray
4.55,1.64904062,0,Al2O3,Malitson 1962 ordinary ray
4.56,1.6485215,0,Al2O3,Malitson 1962 ordinary ray
4.57,1.64800076,0,Al2O3,Malitson 1962 ordinary ray
4.58,1.64747842,0,Al2O3,Malitson 1962 ordinary ray
4.59,1.64695446,0,Al2O3,Malitson 1962 ordinary ray
4.6,1.64642888,0,Al2O3,Malitson 1962 ordinary ray
4.61,1.64590169,0,Al2O3,Malitson 1962 ordinary ray
4.62,1.64537286,0,Al2O3,Malitson 1962 ordinary ray
4.63,1.64484241,0,Al2O3,Malitson 1962 ordinary ray
4.64,1.64431032,0,Al2O3,Malitson 1962 ordinary ray
4.65,1.6437766,0,Al2O3,Malitson 1962 ordinary ray
4.66,1.64324124,0,Al2O3,Malitson 1962 ordinary ray
4.67,1.64270422,0,Al2O3,Malitson 1962 ordinary ray
4.68,1.64216556,0,Al2O3,Malitson 1962 ordinary ray
4.69,1.64162525,0,Al2O3,Malitson 1962 ordinary ray
4.7,1.64108328,0,Al2O3,Malitson 1962 ordinary ray
4.71,1.64053964,0,Al2O3,Malitson 1962 ordinary ray
4.72,1.63999434,0,Al2O3,Malitson 1962 ordinary ray
4.73,1.63944737,0,Al2O3,Malitson 1962 ordinary ray
4.74,1.63889872,0,Al2O3,Malitson 1962 ordinary ray
4.75,1.63834839,0,Al2O3,Malitson 1962 ordinary ray
4.76,1.63779638,0,Al2O3,Malitson 1962 ordinary ray
4.77,1.63724269,0,Al2O3,Malitson 1962 ordinary ray
4.78,1.6366873,0,Al2O3,Malitson 1962 ordinary ray
4.79,1.63613021,0,Al2O3,Malitson 1962 ordinary ray
4.8,1.63557142,0,Al2O3,Malitson 1962 ordinary ray
4.81,1.63501093,0,Al2O3,Malitson 1962 ordinary ray
4.82,1.63444873,0,Al2O3,Malitson 1962 ordinary ray
4.83,1.63388482,0,Al2O3,Malitson 1962 ordinary ray
4.84,1.63331919,0,Al2O3,Malitson 1962 ordinary ray
4.85,1.63275183,0,Al2O3,Malitson 1962 ordinary ray
4.86,1.63218275,0,Al2O3,Malitson 1962 ordinary ray
4.87,1.63161194,0,Al2O3,Malitson 1962 ordinary ray
4.88,1.63103939,0,Al2O3,Malitson 1962 ordinary ray
4.89,1.6304651,0,Al2O3,Malitson 1962 ordinary ray
4.9,1.62988907,0,Al2O3,Malitson 1962 ordinary ray
4.91,1.62931129,0,Al2O3,Malitson 1962 ordinary ray
4.92,1.62873175,0,Al2O3,Malitson 1962 ordinary ray
4.93,1.62815045,0,Al2O3,Malitson 1962 ordinary ray
4.94,1.62756739,0,Al2O3,Malitson 1962 ordinary ray
4.95,1.62698257,0,Al2O3,Malitson 1962 ordinary ray
4.96,1.62639597,0,Al2O3,Malitson 1962 ordinary ray
4.97,1.62580759,0,Al2O3,Malitson 1962 ordinary ray
4.98,1.62521743,0,Al2O3,Malitson 1962 ordinary ray
4.99,1.62462549,0,Al2O3,Malitson 1962 ordinary ray
5,1.62403175,0,Al2O3,Malitson 1962 ordinary ray
