lambda_um,n,k,material,source
4.56,1.34102968,0,MgF2,Dodge 1984 ordinary ray
4.57,1.34087947,0,MgF2,Dodge 1984 ordinary ray
4.58,1.34072886,0,MgF2,Dodge 1984 ordinary ray
4.59,1.34057787,0,MgF2,Dodge 1984 ordinary ray
4.6,1.34042648,0,MgF2,Dodge 1984 ordinary ray
4.61,1.34027469,0,MgF2,Dodge 1984 ordinary ray
4.62,1.34012251,0,MgF2,Dodge 1984 ordinary ray
4.63,1.33996994,0,MgF2,Dodge 1984 ordinary ray
4.64,1.33981697,0,MgF2,Dodge 1984 ordinary ray
4.65,1.3396636,0,MgF2,Dodge 1984 ordinary ray
4.66,1.33950983,0,MgF2,Dodge 1984 ordinary ray
4.67,1.33935567,0,MgF2,Dodge 1984 ordinary ray
4.68,1.3392011,0,MgF2,Dodge 1984 ordinary ray
4.69,1.33904614,0,MgF2,Dodge 1984 ordinary ray
4.7,1.33889078,0,MgF2,Dodge 1984 ordinary ray
4.71,1.33873502,0,MgF2,Dodge 1984 ordinary ray
4.72,1.33857886,0,MgF2,Dodge 1984 ordinary ray
4.73,1.3384223,0,MgF2,Dodge 1984 ordinary ray
4.74,1.33826533,0,MgF2,Dodge 1984 ordinary ray
4.75,1.33810797,0,MgF2,Dodge 1984 ordinary ray
4.76,1.3379502,0,MgF2,Dodge 1984 ordinary ray
4.77,1.33779203,0,MgF2,Dodge 1984 ordinary ray
4.78,1.33763345,0,MgF2,Dodge 1984 ordinary ray
4.79,1.33747447,0,MgF2,Dodge 1984 ordinary ray
4.8,1.33731509,0,MgF2,Dodge 1984 ordinary ray
4.81,1.3371553,0,MgF2,Dodge 1984 ordinary ray
4.82,1.3369951,0,MgF2,Dodge 1984 ordinary ray
4.83,1.3368345,0,MgF2,Dodge 1984 ordinary ray
4.84,1.33667349,0,MgF2,Dodge 1984 ordinary ray
4.85,1.33651208,0,MgF2,Dodge 1984 ordinary ray
4.86,1.33635025,0,MgF2,Dodge 1984 ordinary ray
4.87,1.33618802,0,MgF2,Dodge 1984 ordinary ray
4.88,1.33602538,0,MgF2,Dodge 1984 ordinary ray
4.89,1.33586233,0,MgF2,Dodge 1984 ordinary ray
4.9,1.33569887,0,MgF2,Dodge 1984 ordinary ray
4.91,1.33553499,0,MgF2,Dodge 1984 ordinary ray
4.92,1.33537071,0,MgF2,Dodge 1984 ordinary ray
4.93,1.33520601,0,MgF2,Dodge 1984 ordinary ray
4.94,1.33504091,0,MgF2,Dodge 1984 ordinary ray
4.95,1.33487538,0,MgF2,Dodge 1984 ordinary ray
4.96,1.33470945,0,MgF2,Dodge 1984 ordinary ray
4.97,1.3345431,0,MgF2,Dodge 1984 ordinary ray
4.98,1.33437634,0,MgF2,Dodge 1984 ordinary ray
4.99,1.33420916,0,MgF2,Dodge 1984 ordinary ray
5,1.33404156,0,MgF2,Dodge 1984 ordinary ray
5.01,1.33387355,0,MgF2,Dodge 1984 ordinary ray
5.02,1.33370512,0,MgF2,Dodge 1984 ordinary ray
5.03,1.33353627,0,MgF2,Dodge 1984 ordinary ray
5.04,1.33336701,0,MgF2,Dodge 1984 ordinary ray
5.05,1.33319733,0,MgF2,Dodge 1984 ordinary ray
5.06,1.33302722,0,MgF2,Dodge 1984 ordinary ray
5.07,1.3328567,0,MgF2,Dodge 1984 ordinary ray
5.08,1.33268576,0,MgF2,Dodge 1984 ordinary ray
5.09,1.33251439,0,MgF2,Dodge 1984 ordinary ray
5.1,1.33234261,0,MgF2,Dodge 1984 ordinary ray
5.11,1.3321704,0,MgF2,Dodge 1984 ordinary ray
5.12,1.33199777,0,MgF2,Dodge 1984 ordinary ray
5.13,1.33182471,0,MgF2,Dodge 1984 ordinary ray
5.14,1.33165123,0,MgF2,Dodge 1984 ordinary ray
5.15,1.33147733,0,MgF2,Dodge 1984 ordinary ray
5.16,1.331303,0,MgF2,Dodge 1984 ordinary ray
5.17,1.33112824,0,MgF2,Dodge 1984 ordinary ray
5.18,1.33095306,0,MgF2,Dodge 1984 ordinary ray
5.19,1.33077745,0,MgF2,Dodge 1984 ordinary ray
5.2,1.33060142,0,MgF2,Dodge 1984 ordinary ray
5.21,1.33042495,0,MgF2,Dodge 1984 ordinary ray
5.22,1.33024806,0,MgF2,Dodge 1984 ordinary ray
5.23,1.33007074,0,MgF2,Dodge 1984 ordinary ray
5.24,1.32989298,0,MgF2,Dodge 1984 ordinary ray
5.25,1.3297148,0,MgF2,Dodge 1984 ordinary ray
5.26,1.32953618,0,MgF2,Dodge 1984 ordinary ray
5.27,1.32935713,0,MgF2,Dodge 1984 ordinary ray
5.28,1.32917765,0,MgF2,Dodge 1984 ordinary ray
5.29,1.32899774,0,MgF2,Dodge 1984 ordinary ray
5.3,1.32881739,0,MgF2,Dodge 1984 ordinary ray
5.31,1.32863661,0,MgF2,Dodge 1984 ordinary ray
5.32,1.32845539,0,MgF2,Dodge 1984 ordinary ray
5.33,1.32827374,0,MgF2,Dodge 1984 ordinary ray
5.34,1.32809165,0,MgF2,Dodge 1984 ordinary ray
5.35,1.32790912,0,MgF2,Dodge 1984 ordinary ray
5.36,1.32772616,0,MgF2,Dodge 1984 ordinary ray
5.37,1.32754275,0,MgF2,Dodge 1984 ordinary ray
5.38,1.32735891,0,MgF2,Dodge 1984 ordinary ray
5.39,1.32717463,0,MgF2,Dodge 1984 ordinary ray
5.4,1.32698991,0,MgF2,Dodge 1984 ordinary ray
5.41,1.32680474,0,MgF2,Dodge 1984 ordinary ray
5.42,1.32661914,0,MgF2,Dodge 1984 ordinary ray
5.43,1.32643309,0,MgF2,Dodge 1984 ordinary ray
5.44,1.3262466,0,MgF2,Dodge 1984 ordinary ray
5.45,1.32605967,0,MgF2,Dodge 1984 ordinary ray
5.46,1.32587229,0,MgF2,Dodge 1984 ordinary ray
5.47,1.32568447,0,MgF2,Dodge 1984 ordinary ray
5.48,1.3254962,0,MgF2,Dodge 1984 ordinary ray
5.49,1.32530749,0,MgF2,Dodge 1984 ordinary ray
5.5,1.32511832,0,MgF2,Dodge 1984 ordinary ray
5.51,1.32492871,0,MgF2,Dodge 1984 ordinary ray
5.52,1.32473866,0,MgF2,Dodge 1984 ordinary ray
5.53,1.32454815,0,MgF2,Dodge 1984 ordinary ray
5.54,1.3243572,0,MgF2,Dodge 1984 ordinary ray
5.55,1.32416579,0,MgF2,Dodge 1984 ordinary ray
5.56,1.32397393,0,MgF2,Dodge 1984 ordinary ray
5.57,1.32378162,0,MgF2,Dodge 1984 ordinary ray
5.58,1.32358886,0,MgF2,Dodge 1984 ordinary ray
5.59,1.32339565,0,MgF2,Dodge 1984 ordinary ray
5.6,1.32320198,0,MgF2,Dodge 1984 ordinary ray
5.61,1.32300786,0,MgF2,Dodge 1984 ordinary ray
5.62,1.32281328,0,MgF2,Dodge 1984 ordinary ray
5.63,1.32261825,0,MgF2,Dodge 1984 ordinary ray
5.64,1.32242276,0,MgF2,Dodge 1984 ordinary ray
5.65,1.32222681,0,MgF2,Dodge 1984 ordinary ray
5.66,1.32203041,0,MgF2,Dodge 1984 ordinary ray
5.67,1.32183354,0,MgF2,Dodge 1984 ordinary ray
5.68,1.32163622,0,MgF2,Dodge 1984 ordinary ray
5.69,1.32143844,0,MgF2,Dodge 1984 ordinary ray
5.7,1.32124019,0,MgF2,Dodge 1984 ordinary ray
5.71,1.32104149,0,MgF2,Dodge 1984 ordinary ray
5.72,1.32084232,0,MgF2,Dodge 1984 ordinary ray
5.73,1.32064269,0,MgF2,Dodge 1984 ordinary ray
5.74,1.3204426,0,MgF2,Dodge 1984 ordinary ray
5.75,1.32024204,0,MgF2,Dodge 1984 ordinary ray
5.76,1.32004102,0,MgF2,Dodge 1984 ordinary ray
5.77,1.31983953,0,MgF2,Dodge 1984 ordinary ray
5.78,1.31963757,0,MgF2,Dodge 1984 ordinary ray
5.79,1.31943515,0,MgF2,Dodge 1984 ordinary ray
5.8,1.31923226,0,MgF2,Dodge 1984 ordinary ray
5.81,1.3190289,0,MgF2,Dodge 1984 ordinary ray
5.82,1.31882507,0,MgF2,Dodge 1984 ordinary ray
5.83,1.31862077,0,MgF2,Dodge 1984 ordinary ray
5.84,1.318416,0,MgF2,Dodge 1984 ordinary ray
5.85,1.31821076,0,MgF2,Dodge 1984 ordinary ray
5.86,1.31800505,0,MgF2,Dodge 1984 ordinary ray
5.87,1.31779886,0,MgF2,Dodge 1984 ordinary ray
5.88,1.3175922,0,MgF2,Dodge 1984 ordinary ray
5.89,1.31738506,0,MgF2,Dodge 1984 ordinary ray
5.9,1.31717745,0,MgF2,Dodge 1984 ordinary ray
5.91,1.31696937,0,MgF2,Dodge 1984 ordinary ray
5.92,1.3167608,0,MgF2,Dodge 1984 ordinary ray
5.93,1.31655176,0,MgF2,Dodge 1984 ordinary ray
5.94,1.31634224,0,MgF2,Dodge 1984 ordinary ray
5.95,1.31613224,0,MgF2,Dodge 1984 ordinary ray
5.96,1.31592176,0,MgF2,Dodge 1984 ordinary ray
5.97,1.3157108,0,MgF2,Dodge 1984 ordinary ray
5.98,1.31549936,0,MgF2,Dodge 1984 ordinary ray
5.99,1.31528743,0,MgF2,Dodge 1984 ordinary ray
6,1.31507502,0,MgF2,Dodge 1984 ordinary ray
6.01,1.31486213,0,MgF2,Dodge 1984 ordinary ray
6.02,1.31464876,0,MgF2,Dodge 1984 ordinary ray
6.03,1.31443489,0,MgF2,Dodge 1984 ordinary ray
6.04,1.31422055,0,MgF2,Dodge 1984 ordinary ray
6.05,1.31400571,0,MgF2,Dodge 1984 ordinary ray
6.06,1.31379039,0,MgF2,Dodge 1984 ordinary ray
6.07,1.31357458,0,MgF2,Dodge 1984 ordinary ray
6.08,1.31335827,0,MgF2,Dodge 1984 ordinary ray
6.09,1.31314148,0,MgF2,Dodge 1984 ordinary ray
6.1,1.3129242,0,MgF2,Dodge 1984 ordinary ray
6.11,1.31270642,0,MgF2,Dodge 1984 ordinary ray
6.12,1.31248816,0,MgF2,Dodge 1984 ordinary ray
6.13,1.3122694,0,MgF2,Dodge 1984 ordinary ray
6.14,1.31205014,0,MgF2,Dodge 1984 ordinary ray
6.15,1.31183039,0,MgF2,Dodge 1984 ordinary ray
6.16,1.31161014,0,MgF2,Dodge 1984 ordinary ray
6.17,1.3113894,0,MgF2,Dodge 1984 ordinary ray
6.18,1.31116816,0,MgF2,Dodge 1984 ordinary ray
6.19,1.31094642,0,MgF2,Dodge 1984 ordinary ray
6.2,1.31072418,0,MgF2,Dodge 1984 ordinary ray
6.21,1.31050144,0,MgF2,Dodge 1984 ordinary ray
6.22,1.3102782,0,MgF2,Dodge 1984 ordinary ray
6.23,1.31005446,0,MgF2,Dodge 1984 ordinary ray
6.24,1.30983021,0,MgF2,Dodge 1984 ordinary ray
6.25,1.30960546,0,MgF2,Dodge 1984 ordinary ray
6.26,1.30938021,0,MgF2,Dodge 1984 ordinary ray
6.27,1.30915445,0,MgF2,Dodge 1984 ordinary ray
6.28,1.30892819,0,MgF2,Dodge 1984 ordinary ray
6.29,1.30870141,0,MgF2,Dodge 1984 ordinary ray
6.3,1.30847414,0,MgF2,Dodge 1984 ordinary ray
6.31,1.30824635,0,MgF2,Dodge 1984 ordinary ray
6.32,1.30801805,0,MgF2,Dodge 1984 ordinary ray
6.33,1.30778924,0,MgF2,Dodge 1984 ordinary ray
6.34,1.30755992,0,MgF2,Dodge 1984 ordinary ray
6.35,1.30733009,0,MgF2,Dodge 1984 ordinary ray
6.36,1.30709975,0,MgF2,Dodge 1984 ordinary ray
6.37,1.30686889,0,MgF2,Dodge 1984 ordinary ray
6.38,1.30663751,0,MgF2,Dodge 1984 ordinary ray
6.39,1.30640563,0,MgF2,Dodge 1984 ordinary ray
6.4,1.30617322,0,MgF2,Dodge 1984 ordinary ray
6.41,1.3059403,0,MgF2,Dodge 1984 ordinary ray
6.42,1.30570685,0,MgF2,Dodge 1984 ordinary ray
6.43,1.30547289,0,MgF2,Dodge 1984 ordinary ray
6.44,1.30523841,0,MgF2,Dodge 1984 ordinary ray
6.45,1.30500341,0,MgF2,Dodge 1984 ordinary ray
6.46,1.30476789,0,MgF2,Dodge 1984 ordinary ray
6.47,1.30453184,0,MgF2,Dodge 1984 ordinary ray
6.48,1.30429527,0,MgF2,Dodge 1984 ordinary ray
6.49,1.30405817,0,MgF2,Dodge 1984 ordinary ray
6.5,1.30382055,0,MgF2,Dodge 1984 ordinary ray
6.51,1.3035824,0,MgF2,Dodge 1984 ordinary ray
6.52,1.30334373,0,MgF2,Dodge 1984 ordinary ray
6.53,1.30310452,0,MgF2,Dodge 1984 ordinary ray
6.54,1.30286479,0,MgF2,Dodge 1984 ordinary ray
6.55,1.30262453,0,MgF2,Dodge 1984 ordinary ray
6.56,1.30238373,0,MgF2,Dodge 1984 ordinary ray
6.57,1.3021424,0,MgF2,Dodge 1984 ordinary ray
6.58,1.30190054,0,MgF2,Dodge 1984 ordinary ray
6.59,1.30165815,0,MgF2,Dodge 1984 ordinary ray
6.6,1.30141522,0,MgF2,Dodge 1984 ordinary ray
6.61,1.30117175,0,MgF2,Dodge 1984 ordinary ray
6.62,1.30092775,0,MgF2,Dodge 1984 ordinary ray
6.63,1.30068321,0,MgF2,Dodge 1984 ordinary ray
6.64,1.30043813,0,MgF2,Dodge 1984 ordinary ray
6.65,1.30019251,0,MgF2,Dodge 1984 ordinary ray
6.66,1.29994635,0,MgF2,Dodge 1984 ordinary ray
6.67,1.29969965,0,MgF2,Dodge 1984 ordinary ray
6.68,1.2994524,0,MgF2,Dodge 1984 ordinary ray
6.69,1.29920462,0,MgF2,Dodge 1984 ordinary ray
6.7,1.29895628,0,MgF2,Dodge 1984 ordinary ray
6.71,1.2987074,0,MgF2,Dodge 1984 ordinary ray
6.72,1.29845798,0,MgF2,Dodge 1984 ordinary ray
6.73,1.29820801,0,MgF2,Dodge 1984 ordinary ray
6.74,1.29795748,0,MgF2,Dodge 1984 ordinary ray
6.75,1.29770641,0,MgF2,Dodge 1984 ordinary ray
6.76,1.29745479,0,MgF2,Dodge 1984 ordinary ray
6.77,1.29720262,0,MgF2,Dodge 1984 ordinary ray
6.78,1.29694989,0,MgF2,Dodge 1984 ordinary ray
6.79,1.29669661,0,MgF2,Dodge 1984 ordinary ray
6.8,1.29644277,0,MgF2,Dodge 1984 ordinary ray
6.81,1.29618838,0,MgF2,Dodge 1984 ordinary ray
6.82,1.29593344,0,MgF2,Dodge 1984 ordinary ray
6.83,1.29567793,0,MgF2,Dodge 1984 ordinary ray
6.84,1.29542187,0,MgF2,Dodge 1984 ordinary ray
6.85,1.29516524,0,MgF2,Dodge 1984 ordinary ray
6.86,1.29490806,0,MgF2,Dodge 1984 ordinary ray
6.87,1.29465031,0,MgF2,Dodge 1984 ordinary ray
6.88,1.294392,0,MgF2,Dodge 1984 ordinary ray
6.89,1.29413313,0,MgF2,Dodge 1984 ordinary ray
6.9,1.29387369,0,MgF2,Dodge 1984 ordinary ray
6.91,1.29361368,0,MgF2,Dodge 1984 ordinary ray
6.92,1.29335311,0,MgF2,Dodge 1984 ordinary ray
6.93,1.29309197,0,MgF2,Dodge 1984 ordinary ray
6.94,1.29283026,0,MgF2,Dodge 1984 ordinary ray
6.95,1.29256798,0,MgF2,Dodge 1984 ordinary ray
6.96,1.29230513,0,MgF2,Dodge 1984 ordinary ray
6.97,1.29204171,0,MgF2,Dodge 1984 ordinary ray
6.98,1.29177771,0,MgF2,Dodge 1984 ordinary ray
6.99,1.29151314,0,MgF2,Dodge 1984 ordinary ray
7,1.29124799,0,MgF2,Dodge 1984 ordinary ray
