% Model,薄膜计算.mph
% Version,COMSOL 6.4.0.293
% Date,"Apr 16 2026, 09:33"
% Table,表格 1 - 反射率、透射率和吸收率 (ewfd)
% lambda0 (m),freq (THz),反射率，端口 1 (1),总反射率 (1),theta (rad)
4.000000000000000E-7,7.494811450000000E2,8.025698434444553E-3∠0.000000000000000E0°,8.025698434444553E-3∠0.000000000000000E0°,5.235987755982988E-1∠0.000000000000000E0°
4.050000000000000E-7,7.402282913580246E2,7.815601539215440E-3∠0.000000000000000E0°,7.815601539215440E-3∠0.000000000000000E0°,5.235987755982988E-1∠0.000000000000000E0°
4.100000000000000E-7,7.312011170731707E2,7.628805109347466E-3∠0.000000000000000E0°,7.628805109347466E-3∠0.000000000000000E0°,5.235987755982988E-1∠0.000000000000000E0°
4.150000000000000E-7,7.223914650602409E2,7.462593083609316E-3∠0.000000000000000E0°,7.462593083609316E-3∠0.000000000000000E0°,5.235987755982988E-1∠0.000000000000000E0°
4.200000000000000E-7,7.137915666666668E2,7.316007395322724E-3∠0.000000000000000E0°,7.316007395322724E-3∠0.000000000000000E0°,5.235987755982988E-1∠0.000000000000000E0°
4.250000000000000E-7,7.053940188235294E2,7.189892686607566E-3∠0.000000000000000E0°,7.189892686607566E-3∠0.000000000000000E0°,5.235987755982988E-1∠0.000000000000000E0°
4.300000000000000E-7,6.971917627906976E2,7.081231993542637E-3∠0.000000000000000E0°,7.081231993542637E-3∠0.000000000000000E0°,5.235987755982988E-1∠0.000000000000000E0°
4.350000000000000E-7,6.891780643678161E2,6.990271353597095E-3∠0.000000000000000E0°,6.990271353597095E-3∠0.000000000000000E0°,5.235987755982988E-1∠0.000000000000000E0°
4.400000000000000E-7,6.813464954545454E2,6.918506293117088E-3∠0.000000000000000E0°,6.918506293117088E-3∠0.000000000000000E0°,5.235987755982988E-1∠0.000000000000000E0°
4.450000000000000E-7,6.736909168539327E2,6.862185778904887E-3∠0.000000000000000E0°,6.862185778904887E-3∠0.000000000000000E0°,5.235987755982988E-1∠0.000000000000000E0°
4.500000000000000E-7,6.662054622222222E2,6.822259012670995E-3∠0.000000000000000E0°,6.822259012670995E-3∠0.000000000000000E0°,5.235987755982988E-1∠0.000000000000000E0°
4.550000000000000E-7,6.588845230769230E2,6.796414200777770E-3∠0.000000000000000E0°,6.796414200777770E-3∠0.000000000000000E0°,5.235987755982988E-1∠0.000000000000000E0°
4.600000000000000E-7,6.517227347826087E2,6.784136773090347E-3∠0.000000000000000E0°,6.784136773090347E-3∠0.000000000000000E0°,5.235987755982988E-1∠0.000000000000000E0°
