% Model,薄膜计算.mph
% Version,COMSOL 6.4.0.293
% Date,"Apr 21 2026, 08:54"
% Table,表格 1 - 反射率、透射率和吸收率 (ewfd)
% lambda0 (m),freq (THz),反射率，端口 1 (1),总反射率 (1),theta (rad)
6.499999999999999E-7,4.612191661538462E2,2.638401781877020E-2∠0.000000000000000E0°,2.638401781877020E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
6.550000000000000E-7,4.576984091603053E2,2.656075469354682E-2∠0.000000000000000E0°,2.656075469354682E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
6.600000000000000E-7,4.542309969696970E2,2.673778270234603E-2∠0.000000000000000E0°,2.673778270234603E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
6.650000000000000E-7,4.508157263157895E2,2.691338881892047E-2∠0.000000000000000E0°,2.691338881892047E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
6.699999999999999E-7,4.474514298507463E2,2.708161210069812E-2∠0.000000000000000E0°,2.708161210069812E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
6.750000000000000E-7,4.441369748148147E2,2.724387668585879E-2∠0.000000000000000E0°,2.724387668585879E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
6.800000000000000E-7,4.408712617647059E2,2.741629473689082E-2∠0.000000000000000E0°,2.741629473689082E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
6.850000000000000E-7,4.376532233576642E2,2.757839054479921E-2∠0.000000000000000E0°,2.757839054479921E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
6.900000000000000E-7,4.344818231884058E2,2.773037352800899E-2∠0.000000000000000E0°,2.773037352800899E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
6.949999999999999E-7,4.313560546762591E2,2.788342561899936E-2∠0.000000000000000E0°,2.788342561899936E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
7.000000000000000E-7,4.282749400000000E2,2.803831187979582E-2∠0.000000000000000E0°,2.803831187979582E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
7.050000000000000E-7,4.252375290780141E2,2.817950336515292E-2∠0.000000000000000E0°,2.817950336515292E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
7.100000000000000E-7,4.222428985915493E2,2.832705644768677E-2∠0.000000000000000E0°,2.832705644768677E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
7.149999999999999E-7,4.192901510489510E2,2.847850334397449E-2∠0.000000000000000E0°,2.847850334397449E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
7.200000000000000E-7,4.163784138888889E2,2.861973168863094E-2∠0.000000000000000E0°,2.861973168863094E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
7.250000000000000E-7,4.135068386206896E2,2.876256080470467E-2∠0.000000000000000E0°,2.876256080470467E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
7.300000000000000E-7,4.106746000000000E2,2.888606222478054E-2∠0.000000000000000E0°,2.888606222478054E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
7.350000000000000E-7,4.078808952380953E2,2.901691598139559E-2∠0.000000000000000E0°,2.901691598139559E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
7.400000000000000E-7,4.051249432432432E2,2.914451514746021E-2∠0.000000000000000E0°,2.914451514746021E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
7.450000000000000E-7,4.024059838926175E2,2.927085011497708E-2∠0.000000000000000E0°,2.927085011497708E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
7.500000000000000E-7,3.997232773333333E2,2.940016167538531E-2∠0.000000000000000E0°,2.940016167538531E-2∠0.000000000000000E0°,1.745329251994330E-1∠0.000000000000000E0°
