% Model,薄膜计算.mph
% Version,COMSOL 6.4.0.293
% Date,"Apr 21 2026, 21:17"
% Table,表格 1 - 反射率、透射率和吸收率 (ewfd)
% lambda0 (m),theta (rad),n1_B,freq (THz),反射率，端口 1 (1),总反射率 (1),n1_A,n1_B,n1_C,n2_A,n2_B,n2_C
5.149999999999999E-7,1.745329251994330E-1,3.000000000000000E-3,5.821212776699030E2,2.155698840430200E-2∠0.000000000000000E0°,2.155698840430200E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.745329251994330E-1,4.000000000000000E-3,5.821212776699030E2,2.193154418789135E-2∠0.000000000000000E0°,2.193154418789135E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.745329251994330E-1,5.000000000000000E-3,5.821212776699030E2,2.231742155487150E-2∠0.000000000000000E0°,2.231742155487150E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.396263401595464E0,0.000000000000000E0,5.821212776699030E2,2.401975158848029E-1∠0.000000000000000E0°,2.401975158848029E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.396263401595464E0,1.000000000000000E-3,5.821212776699030E2,2.402639879239461E-1∠0.000000000000000E0°,2.402639879239461E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.396263401595464E0,2.000000000000000E-3,5.821212776699030E2,2.403185993136995E-1∠0.000000000000000E0°,2.403185993136995E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.396263401595464E0,3.000000000000000E-3,5.821212776699030E2,2.403675597012749E-1∠0.000000000000000E0°,2.403675597012749E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.396263401595464E0,4.000000000000000E-3,5.821212776699030E2,2.404035222352006E-1∠0.000000000000000E0°,2.404035222352006E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,1.396263401595464E0,5.000000000000000E-3,5.821212776699030E2,2.404283687946355E-1∠0.000000000000000E0°,2.404283687946355E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.745329251994330E-1,0.000000000000000E0,5.765239576923076E2,2.076428459349670E-2∠0.000000000000000E0°,2.076428459349670E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.745329251994330E-1,1.000000000000000E-3,5.765239576923076E2,2.109057547079604E-2∠0.000000000000000E0°,2.109057547079604E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.745329251994330E-1,2.000000000000000E-3,5.765239576923076E2,2.142785921785783E-2∠0.000000000000000E0°,2.142785921785783E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.745329251994330E-1,3.000000000000000E-3,5.765239576923076E2,2.177381374157515E-2∠0.000000000000000E0°,2.177381374157515E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.745329251994330E-1,4.000000000000000E-3,5.765239576923076E2,2.213351171133321E-2∠0.000000000000000E0°,2.213351171133321E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.745329251994330E-1,5.000000000000000E-3,5.765239576923076E2,2.250412550279746E-2∠0.000000000000000E0°,2.250412550279746E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.396263401595464E0,0.000000000000000E0,5.765239576923076E2,2.401465876629878E-1∠0.000000000000000E0°,2.401465876629878E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.396263401595464E0,1.000000000000000E-3,5.765239576923076E2,2.402291619215203E-1∠0.000000000000000E0°,2.402291619215203E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.396263401595464E0,2.000000000000000E-3,5.765239576923076E2,2.402843317191061E-1∠0.000000000000000E0°,2.402843317191061E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.396263401595464E0,3.000000000000000E-3,5.765239576923076E2,2.403083549199775E-1∠0.000000000000000E0°,2.403083549199775E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.396263401595464E0,4.000000000000000E-3,5.765239576923076E2,2.403430551423261E-1∠0.000000000000000E0°,2.403430551423261E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,1.396263401595464E0,5.000000000000000E-3,5.765239576923076E2,2.403646049046904E-1∠0.000000000000000E0°,2.403646049046904E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.250000000000000E-7,1.745329251994330E-1,0.000000000000000E0,5.710332533333334E2,2.101652801523855E-2∠0.000000000000000E0°,2.101652801523855E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.250000000000000E-7,1.745329251994330E-1,1.000000000000000E-3,5.710332533333334E2,2.133088680411247E-2∠0.000000000000000E0°,2.133088680411247E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.250000000000000E-7,1.745329251994330E-1,2.000000000000000E-3,5.710332533333334E2,2.165511370391168E-2∠0.000000000000000E0°,2.165511370391168E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.250000000000000E-7,1.745329251994330E-1,3.000000000000000E-3,5.710332533333334E2,2.199048454858805E-2∠0.000000000000000E0°,2.199048454858805E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.250000000000000E-7,1.745329251994330E-1,4.000000000000000E-3,5.710332533333334E2,2.233401278824855E-2∠0.000000000000000E0°,2.233401278824855E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.250000000000000E-7,1.745329251994330E-1,5.000000000000000E-3,5.710332533333334E2,2.269180072368739E-2∠0.000000000000000E0°,2.269180072368739E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.250000000000000E-7,1.396263401595464E0,0.000000000000000E0,5.710332533333334E2,2.400674406216709E-1∠0.000000000000000E0°,2.400674406216709E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.250000000000000E-7,1.396263401595464E0,1.000000000000000E-3,5.710332533333334E2,2.401399312871134E-1∠0.000000000000000E0°,2.401399312871134E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.250000000000000E-7,1.396263401595464E0,2.000000000000000E-3,5.710332533333334E2,2.401773699713256E-1∠0.000000000000000E0°,2.401773699713256E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.250000000000000E-7,1.396263401595464E0,3.000000000000000E-3,5.710332533333334E2,2.402286553261173E-1∠0.000000000000000E0°,2.402286553261173E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.250000000000000E-7,1.396263401595464E0,4.000000000000000E-3,5.710332533333334E2,2.402858419430667E-1∠0.000000000000000E0°,2.402858419430667E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.250000000000000E-7,1.396263401595464E0,5.000000000000000E-3,5.710332533333334E2,2.402742960406477E-1∠0.000000000000000E0°,2.402742960406477E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.300000000000000E-7,1.745329251994330E-1,0.000000000000000E0,5.656461471698113E2,2.126197633737811E-2∠0.000000000000000E0°,2.126197633737811E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.300000000000000E-7,1.745329251994330E-1,1.000000000000000E-3,5.656461471698113E2,2.156483663145824E-2∠0.000000000000000E0°,2.156483663145824E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.300000000000000E-7,1.745329251994330E-1,2.000000000000000E-3,5.656461471698113E2,2.187856595769668E-2∠0.000000000000000E0°,2.187856595769668E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.300000000000000E-7,1.745329251994330E-1,3.000000000000000E-3,5.656461471698113E2,2.220173130392094E-2∠0.000000000000000E0°,2.220173130392094E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.300000000000000E-7,1.745329251994330E-1,4.000000000000000E-3,5.656461471698113E2,2.253576988392488E-2∠0.000000000000000E0°,2.253576988392488E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.300000000000000E-7,1.745329251994330E-1,5.000000000000000E-3,5.656461471698113E2,2.288020038584957E-2∠0.000000000000000E0°,2.288020038584957E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.300000000000000E-7,1.396263401595464E0,0.000000000000000E0,5.656461471698113E2,2.399659874259207E-1∠0.000000000000000E0°,2.399659874259207E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.300000000000000E-7,1.396263401595464E0,1.000000000000000E-3,5.656461471698113E2,2.400356383339026E-1∠0.000000000000000E0°,2.400356383339026E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.300000000000000E-7,1.396263401595464E0,2.000000000000000E-3,5.656461471698113E2,2.400783503754918E-1∠0.000000000000000E0°,2.400783503754918E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.300000000000000E-7,1.396263401595464E0,3.000000000000000E-3,5.656461471698113E2,2.401283614565345E-1∠0.000000000000000E0°,2.401283614565345E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.300000000000000E-7,1.396263401595464E0,4.000000000000000E-3,5.656461471698113E2,2.401651050448398E-1∠0.000000000000000E0°,2.401651050448398E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.300000000000000E-7,1.396263401595464E0,5.000000000000000E-3,5.656461471698113E2,2.401936909335108E-1∠0.000000000000000E0°,2.401936909335108E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.350000000000000E-7,1.745329251994330E-1,0.000000000000000E0,5.603597345794393E2,2.151115213956908E-2∠0.000000000000000E0°,2.151115213956908E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.350000000000000E-7,1.745329251994330E-1,1.000000000000000E-3,5.603597345794393E2,2.180416754615073E-2∠0.000000000000000E0°,2.180416754615073E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.350000000000000E-7,1.745329251994330E-1,2.000000000000000E-3,5.603597345794393E2,2.210764624512287E-2∠0.000000000000000E0°,2.210764624512287E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.350000000000000E-7,1.745329251994330E-1,3.000000000000000E-3,5.603597345794393E2,2.241806998421274E-2∠0.000000000000000E0°,2.241806998421274E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.350000000000000E-7,1.745329251994330E-1,4.000000000000000E-3,5.603597345794393E2,2.274038883879968E-2∠0.000000000000000E0°,2.274038883879968E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.350000000000000E-7,1.745329251994330E-1,5.000000000000000E-3,5.603597345794393E2,2.307284212297932E-2∠0.000000000000000E0°,2.307284212297932E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.350000000000000E-7,1.396263401595464E0,0.000000000000000E0,5.603597345794393E2,2.399914594532436E-1∠0.000000000000000E0°,2.399914594532436E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.350000000000000E-7,1.396263401595464E0,1.000000000000000E-3,5.603597345794393E2,2.400418137747083E-1∠0.000000000000000E0°,2.400418137747083E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.350000000000000E-7,1.396263401595464E0,2.000000000000000E-3,5.603597345794393E2,2.400844552544811E-1∠0.000000000000000E0°,2.400844552544811E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.350000000000000E-7,1.396263401595464E0,3.000000000000000E-3,5.603597345794393E2,2.401202367540661E-1∠0.000000000000000E0°,2.401202367540661E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.350000000000000E-7,1.396263401595464E0,4.000000000000000E-3,5.603597345794393E2,2.401586742926161E-1∠0.000000000000000E0°,2.401586742926161E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.350000000000000E-7,1.396263401595464E0,5.000000000000000E-3,5.603597345794393E2,2.401826090909420E-1∠0.000000000000000E0°,2.401826090909420E-1∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,5.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.400000000000000E-7,1.745329251994330E-1,0.000000000000000E0,5.551712185185185E2,2.175649406109378E-2∠0.000000000000000E0°,2.175649406109378E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.400000000000000E-7,1.745329251994330E-1,1.000000000000000E-3,5.551712185185185E2,2.203951244942697E-2∠0.000000000000000E0°,2.203951244942697E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,1.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.400000000000000E-7,1.745329251994330E-1,2.000000000000000E-3,5.551712185185185E2,2.233289691656657E-2∠0.000000000000000E0°,2.233289691656657E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,2.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.400000000000000E-7,1.745329251994330E-1,3.000000000000000E-3,5.551712185185185E2,2.263417693532752E-2∠0.000000000000000E0°,2.263417693532752E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,3.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.400000000000000E-7,1.745329251994330E-1,4.000000000000000E-3,5.551712185185185E2,2.294608314301265E-2∠0.000000000000000E0°,2.294608314301265E-2∠0.000000000000000E0°,1.380000000000000E0∠0.000000000000000E0°,4.000000000000000E-3∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,1.520000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
