lambda_um,irradiance,source
1.583,0.24755,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.584,0.24904,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.585,0.25874,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.586,0.25569,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.587,0.25303,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.588,0.25107,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.589,0.23233,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.59,0.24179,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.591,0.24197,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.592,0.25225,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.593,0.25833,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.594,0.25624,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.595,0.25823,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.596,0.24452,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.597,0.24692,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.598,0.25421,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.599,0.24202,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.6,0.2381,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.601,0.22323,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.602,0.22413,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.603,0.22397,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.604,0.22842,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.605,0.23683,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.606,0.2414,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.607,0.23296,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.608,0.2299,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.609,0.22727,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.61,0.2176,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.611,0.2268,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.612,0.23076,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.613,0.23719,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.614,0.23838,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.615,0.24104,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.616,0.2305,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.617,0.23465,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.618,0.24352,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.619,0.241,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.62,0.23449,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.621,0.2343,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.622,0.23754,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.623,0.24246,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.624,0.24269,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.625,0.23782,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.626,0.23971,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.627,0.24078,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.628,0.24126,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.629,0.24137,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.63,0.23651,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.631,0.23806,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.632,0.23821,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.633,0.23267,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.634,0.23282,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.635,0.23367,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.636,0.23539,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.637,0.227,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.638,0.22007,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.639,0.22026,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.64,0.21511,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.641,0.2196,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.642,0.22082,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.643,0.21535,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.644,0.22355,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.645,0.21822,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.646,0.21749,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.647,0.22768,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.648,0.21655,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.649,0.21867,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.65,0.22526,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.651,0.20855,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.652,0.22373,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.653,0.22277,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.654,0.21583,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.655,0.22231,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.656,0.22101,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.657,0.22223,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.658,0.22487,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.659,0.2212,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.66,0.22332,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.661,0.22384,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.662,0.21908,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.663,0.22235,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.664,0.22098,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.665,0.21178,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.666,0.17884,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.667,0.21068,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.668,0.21459,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.669,0.21516,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.67,0.22168,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.671,0.21879,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.672,0.21147,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.673,0.21629,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.674,0.21575,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.675,0.2136,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.676,0.21145,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.677,0.21229,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.678,0.20915,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.679,0.21303,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.68,0.20558,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.681,0.19447,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.682,0.20366,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.683,0.20906,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.684,0.19797,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.685,0.21321,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.686,0.21026,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.687,0.20484,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.688,0.21013,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.689,0.20718,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.69,0.20523,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.691,0.19303,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.692,0.20708,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.693,0.21134,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.694,0.20477,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.695,0.20968,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.696,0.20922,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.697,0.18107,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.698,0.20739,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.699,0.20551,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.7,0.19975,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.702,0.20396,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.705,0.19778,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.71,0.1879,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.715,0.18965,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.72,0.18698,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.725,0.17808,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.73,0.17407,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.735,0.16154,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.74,0.16818,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.745,0.15481,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.75,0.16566,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.755,0.15301,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.76,0.15998,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.765,0.13284,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.77,0.14172,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.775,0.11484,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.78,0.1005,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.785,0.076981,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.79,0.088904,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.795,0.046931,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.8,0.031828,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.805,0.014815,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.81,0.0096911,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.815,0.0032816,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.82,0.00098755,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.825,0.0012744,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.83,5.2041e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.835,6.419e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.84,6.2703e-08,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.845,6.2658e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.85,2.9993e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.855,2.8396e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.86,1.1151e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.865,1.6982e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.87,2.6662e-10,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.875,4.513e-10,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.88,7.7505e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.885,4.389e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.89,0.00022333,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.895,0.00012947,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.9,8.6221e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.905,5.6667e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.91,2.3045e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.915,1.9947e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.92,0.00045069,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.925,0.00093615,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.93,0.00055242,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.935,0.0035935,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.94,0.0032821,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.945,0.010863,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.95,0.016727,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.955,0.010036,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.96,0.021906,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.965,0.028563,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.97,0.048847,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.975,0.067857,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.98,0.075512,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.985,0.083063,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.99,0.085613,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.995,0.08119,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.0,0.038156,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.005,0.015001,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.01,0.039748,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.015,0.026648,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.02,0.044981,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.025,0.07401,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.03,0.084856,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.035,0.096386,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.04,0.089781,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.045,0.091074,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.05,0.067927,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.055,0.054906,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.06,0.069193,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.065,0.061875,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.07,0.065676,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.075,0.077443,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.08,0.086812,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.085,0.085102,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.09,0.0891,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.095,0.089747,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.1,0.086133,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.105,0.093153,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.11,0.089654,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.115,0.091673,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.12,0.087588,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.125,0.088632,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.13,0.089774,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.135,0.090044,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.14,0.090767,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.145,0.089486,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.15,0.084639,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.155,0.08484,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.16,0.08417,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.165,0.07631,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.17,0.081996,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.175,0.080448,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.18,0.081808,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.185,0.07455,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.19,0.079068,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.195,0.078992,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.2,0.071202,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.205,0.07401,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.21,0.079315,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.215,0.076273,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.22,0.07773,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.225,0.075453,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.23,0.075773,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.235,0.074299,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.24,0.073118,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.245,0.070838,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.25,0.071937,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.255,0.06769,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.26,0.066929,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.265,0.068137,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.27,0.064867,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.275,0.064021,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.28,0.066288,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.285,0.06308,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.29,0.06322,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.295,0.061265,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.3,0.058824,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.305,0.059171,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.31,0.06387,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.315,0.058141,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.32,0.052031,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.325,0.056215,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.33,0.056824,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.335,0.057967,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.34,0.045836,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.345,0.0514,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.35,0.041536,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.355,0.047473,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.36,0.050237,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.365,0.049409,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.37,0.030817,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.375,0.044147,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.38,0.042552,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.385,0.030826,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.39,0.037109,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.395,0.040594,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.4,0.04415,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.405,0.033599,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.41,0.033813,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.415,0.0273,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.42,0.02659,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.425,0.033078,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.43,0.045099,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.435,0.014878,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.44,0.043249,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.445,0.020798,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.45,0.013611,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.455,0.024853,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.46,0.033363,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.465,0.024148,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.47,0.016727,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.475,0.016455,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.48,0.0080395,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.485,0.0056102,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.49,0.0035113,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.495,0.0028772,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.5,0.0070642,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.505,0.0015191,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.51,0.0022163,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.515,0.0005188,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.52,0.00037054,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.525,4.1393e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.53,6.3593e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.535,1.7502e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.54,3.7716e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.545,5.3758e-11,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.55,2.8222e-13,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.555,1.0435e-09,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.56,3.102e-11,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.565,1.5955e-14,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.57,1.5258e-18,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.575,1.0786e-27,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.58,3.8214e-22,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.585,1.7194e-34,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.59,5.4793e-31,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.595,2.2838e-33,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.6,4.4912e-28,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.605,5.8053e-35,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.61,5.9447e-34,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.615,1.1196e-37,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.62,5.6505e-29,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.625,3.8687e-28,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.63,2.8026e-45,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.635,3.9027e-16,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.64,1.175e-16,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.645,8.9988e-19,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.65,1.4295e-19,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.655,1.3133e-27,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.66,2.6068e-25,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.665,1.1123e-37,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.67,0.0,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.675,0.0,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.68,0.0,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.685,0.0,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.69,1.0226e-29,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.695,7.1284e-33,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.7,0.0,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.705,2.9315e-42,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.71,1.125e-35,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.715,3.8557e-26,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.72,5.6052e-45,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.725,7.2935e-22,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.73,6.0734e-19,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.735,5.4888e-21,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.74,2.3314e-27,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.745,1.3146e-23,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.75,1.6648e-28,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.755,6.7262e-44,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.76,0.0,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.765,2.6777e-27,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.77,8.3791e-24,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.775,3.999e-38,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.78,4.8067e-34,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.785,3.8866e-27,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.79,1.217e-16,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.795,3.6205e-16,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.8,1.6484e-12,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.805,6.7478e-14,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.81,4.0233e-10,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.815,2.8685e-10,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.82,2.0548e-11,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.825,1.7605e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.83,3.9008e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.835,2.1276e-10,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.84,1.9609e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.845,4.0575e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.85,1.1566e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.855,4.4867e-07,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.86,2.5356e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.865,0.00016763,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
