% Model,薄膜计算.mph
% Version,COMSOL 6.4.0.293
% Date,"Apr 20 2026, 14:25"
% Table,表格 1 - 反射率、透射率和吸收率 (ewfd)
% lambda0 (m),freq (THz),反射率，端口 1 (1),总反射率 (1),theta (rad)
4.500000000000000E-7,6.662054622222222E2,8.229384360682812E-1∠0.000000000000000E0°,8.229384360682812E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.550000000000000E-7,6.588845230769230E2,8.213026228880629E-1∠0.000000000000000E0°,8.213026228880629E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.600000000000000E-7,6.517227347826087E2,8.823115337937890E-1∠0.000000000000000E0°,8.823115337937890E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.650000000000000E-7,6.447149634408600E2,9.598482187708040E-1∠0.000000000000000E0°,9.598482187708040E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.700000000000000E-7,6.378562936170213E2,9.986920485669286E-1∠0.000000000000000E0°,9.986920485669286E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.750000000000000E-7,6.311420168421052E2,9.882646190909183E-1∠0.000000000000000E0°,9.882646190909183E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.800000000000000E-7,6.245676208333332E2,9.536197969911482E-1∠0.000000000000000E0°,9.536197969911482E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.850000000000000E-7,6.181287793814432E2,9.183755951595828E-1∠0.000000000000000E0°,9.183755951595828E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.900000000000000E-7,6.118213428571429E2,8.940752733229931E-1∠0.000000000000000E0°,8.940752733229931E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
4.950000000000000E-7,6.056413292929291E2,8.843112420671002E-1∠0.000000000000000E0°,8.843112420671002E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.000000000000000E-7,5.995849160000000E2,8.897067336934914E-1∠0.000000000000000E0°,8.897067336934914E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.050000000000000E-7,5.936484316831683E2,9.093793302745434E-1∠0.000000000000000E0°,9.093793302745434E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.100000000000000E-7,5.878283490196079E2,9.402879110581863E-1∠0.000000000000000E0°,9.402879110581863E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.149999999999999E-7,5.821212776699030E2,9.746988035058424E-1∠0.000000000000000E0°,9.746988035058424E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.200000000000000E-7,5.765239576923076E2,9.978700442164792E-1∠0.000000000000000E0°,9.978700442164792E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.250000000000000E-7,5.710332533333334E2,9.930896522678544E-1∠0.000000000000000E0°,9.930896522678544E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.300000000000000E-7,5.656461471698113E2,9.574981314690919E-1∠0.000000000000000E0°,9.574981314690919E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.350000000000000E-7,5.603597345794393E2,9.087762526687962E-1∠0.000000000000000E0°,9.087762526687962E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.400000000000000E-7,5.551712185185185E2,8.690035375896394E-1∠0.000000000000000E0°,8.690035375896394E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.450000000000000E-7,5.500779045871560E2,8.495039195592212E-1∠0.000000000000000E0°,8.495039195592212E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.500000000000000E-7,5.450771963636364E2,8.514582821691834E-1∠0.000000000000000E0°,8.514582821691834E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.550000000000000E-7,5.401665909909910E2,8.713408579464518E-1∠0.000000000000000E0°,8.713408579464518E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.599999999999999E-7,5.353436750000001E2,9.035443352554969E-1∠0.000000000000000E0°,9.035443352554969E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.650000000000000E-7,5.306061203539823E2,9.409151245696622E-1∠0.000000000000000E0°,9.409151245696622E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.700000000000000E-7,5.259516807017543E2,9.746338151969951E-1∠0.000000000000000E0°,9.746338151969951E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.750000000000000E-7,5.213781878260869E2,9.959231373213285E-1∠0.000000000000000E0°,9.959231373213285E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.800000000000000E-7,5.168835482758622E2,9.987572761661061E-1∠0.000000000000000E0°,9.987572761661061E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.850000000000000E-7,5.124657401709401E2,9.830030425210112E-1∠0.000000000000000E0°,9.830030425210112E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.900000000000000E-7,5.081228101694915E2,9.539184351990582E-1∠0.000000000000000E0°,9.539184351990582E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
5.950000000000000E-7,5.038528705882353E2,9.193458394472713E-1∠0.000000000000000E0°,9.193458394472713E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.000000000000000E-7,4.996540966666667E2,8.867144067093924E-1∠0.000000000000000E0°,8.867144067093924E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.049999999999999E-7,4.955247239669422E2,8.614712341690511E-1∠0.000000000000000E0°,8.614712341690511E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.100000000000000E-7,4.914630459016394E2,8.472150810475341E-1∠0.000000000000000E0°,8.472150810475341E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.150000000000000E-7,4.874674113821138E2,8.459450051723091E-1∠0.000000000000000E0°,8.459450051723091E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.200000000000000E-7,4.835362225806452E2,8.584524483693565E-1∠0.000000000000000E0°,8.584524483693565E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.249999999999999E-7,4.796679328000001E2,8.836813158824747E-1∠0.000000000000000E0°,8.836813158824747E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.300000000000000E-7,4.758610444444444E2,9.178250790667698E-1∠0.000000000000000E0°,9.178250790667698E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.350000000000000E-7,4.721141070866142E2,9.539191450080008E-1∠0.000000000000000E0°,9.539191450080008E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.400000000000000E-7,4.684257156250000E2,9.828994754503155E-1∠0.000000000000000E0°,9.828994754503155E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.450000000000000E-7,4.647945085271318E2,9.981771437681298E-1∠0.000000000000000E0°,9.981771437681298E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.499999999999999E-7,4.612191661538462E2,9.982828369578001E-1∠0.000000000000000E0°,9.982828369578001E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.550000000000000E-7,4.576984091603053E2,9.865977647347094E-1∠0.000000000000000E0°,9.865977647347094E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.600000000000000E-7,4.542309969696970E2,9.684641570768378E-1∠0.000000000000000E0°,9.684641570768378E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.650000000000000E-7,4.508157263157895E2,9.485638109416006E-1∠0.000000000000000E0°,9.485638109416006E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.699999999999999E-7,4.474514298507463E2,9.299207691067213E-1∠0.000000000000000E0°,9.299207691067213E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.750000000000000E-7,4.441369748148147E2,9.144556492006450E-1∠0.000000000000000E0°,9.144556492006450E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.800000000000000E-7,4.408712617647059E2,9.027448131085051E-1∠0.000000000000000E0°,9.027448131085051E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.850000000000000E-7,4.376532233576642E2,8.949708221654926E-1∠0.000000000000000E0°,8.949708221654926E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.900000000000000E-7,4.344818231884058E2,8.910220520918979E-1∠0.000000000000000E0°,8.910220520918979E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
6.949999999999999E-7,4.313560546762591E2,8.907036818562439E-1∠0.000000000000000E0°,8.907036818562439E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
7.000000000000000E-7,4.282749400000000E2,8.937477335234625E-1∠0.000000000000000E0°,8.937477335234625E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
7.050000000000000E-7,4.252375290780141E2,8.998843837374733E-1∠0.000000000000000E0°,8.998843837374733E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
7.100000000000000E-7,4.222428985915493E2,9.088508237987276E-1∠0.000000000000000E0°,9.088508237987276E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
7.149999999999999E-7,4.192901510489510E2,9.202071076265217E-1∠0.000000000000000E0°,9.202071076265217E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
7.200000000000000E-7,4.163784138888889E2,9.334932848980155E-1∠0.000000000000000E0°,9.334932848980155E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
7.250000000000000E-7,4.135068386206896E2,9.480911269775926E-1∠0.000000000000000E0°,9.480911269775926E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
7.300000000000000E-7,4.106746000000000E2,9.631178665427519E-1∠0.000000000000000E0°,9.631178665427519E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
7.350000000000000E-7,4.078808952380953E2,9.774441340994555E-1∠0.000000000000000E0°,9.774441340994555E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
7.400000000000000E-7,4.051249432432432E2,9.895128638144922E-1∠0.000000000000000E0°,9.895128638144922E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
7.450000000000000E-7,4.024059838926175E2,9.976159192890347E-1∠0.000000000000000E0°,9.976159192890347E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
7.500000000000000E-7,3.997232773333333E2,9.999021486903888E-1∠0.000000000000000E0°,9.999021486903888E-1∠0.000000000000000E0°,0.000000000000000E0∠0.000000000000000E0°
