wavelength_nm,reflectance,theta_deg
450.0,0.02055301989628692,10.0
455.0,0.0203354228368427,10.0
460.0,0.02015088311070497,10.0
465.0,0.01997769229742566,10.0
470.0,0.01983351854640924,10.0
475.0,0.0197142556136825,10.0
479.99999999999994,0.01961002809352475,10.0
485.0,0.01951889226724101,10.0
489.99999999999994,0.01944250488525752,10.0
495.0,0.01937975594625445,10.0
500.0,0.01932259844433606,10.0
505.00000000000006,0.01928217222566111,10.0
510.0,0.01925761906282349,10.0
514.9999999999999,0.01924523894498334,10.0
520.0,0.01923397000005141,10.0
525.0,0.01923748004669784,10.0
530.0,0.01925369588567555,10.0
535.0,0.01928561070164091,10.0
540.0,0.01932541506284091,10.0
545.0,0.01937553713056243,10.0
550.0,0.0194282148243804,10.0
555.0,0.01949746761096479,10.0
559.9999999999999,0.01957265240175314,10.0
565.0,0.01964882044091129,10.0
570.0,0.01973458163024795,10.0
575.0,0.01982283079790745,10.0
580.0,0.01992280575515951,10.0
585.0,0.0200215068907048,10.0
590.0,0.02012581756618976,10.0
595.0,0.02023382563741697,10.0
600.0,0.02033905733675546,10.0
604.9999999999999,0.02044759316249449,10.0
610.0,0.02055726325284728,10.0
615.0,0.02068178697289527,10.0
620.0,0.02080065108052437,10.0
625.0,0.02092311604085291,10.0
630.0,0.02104619843570995,10.0
635.0,0.02116752986402636,10.0
640.0,0.02130508882592867,10.0
645.0,0.02143205636157724,10.0
649.9999999999999,0.02156817313490455,10.0
655.0,0.02170283924256017,10.0
660.0,0.02184252215039325,10.0
665.0,0.02198194536567224,10.0
669.9999999999999,0.02210975179877552,10.0
675.0,0.02225261655907976,10.0
680.0,0.02239641910008672,10.0
685.0,0.02254056625095645,10.0
690.0,0.02267838737463353,10.0
694.9999999999999,0.022812449872487,10.0
700.0,0.02295226866726237,10.0
705.0,0.02308513380442739,10.0
710.0,0.02322366502335181,10.0
714.9999999999999,0.02336702747658166,10.0
720.0,0.02350374478848727,10.0
725.0,0.02364201873845371,10.0
730.0,0.02377283089730017,10.0
735.0,0.02390162588418624,10.0
740.0,0.02403124400675184,10.0
745.0,0.0241643259408312,10.0
750.0,0.02429414256370412,10.0
