wavelength_nm,reflectance,theta_deg
450.0,0.01967282050084976,10.0
455.0,0.01783024280517505,10.0
460.0,0.01598400626060432,10.0
465.0,0.01425388494582324,10.0
470.0,0.01275561950310056,10.0
475.0,0.011588127745845691,10.0
479.99999999999994,0.010827173407697071,10.0
485.0,0.01051307124140194,10.0
489.99999999999994,0.01064867311740532,10.0
495.0,0.01120427440137506,10.0
500.0,0.01212146197903151,10.0
505.00000000000006,0.013322544418431332,10.0
510.0,0.014724132854812132,10.0
514.9999999999999,0.01624141645320293,10.0
520.0,0.01779714655472679,10.0
525.0,0.019325757454045092,10.0
530.0,0.020774088763694503,10.0
535.0,0.022101418794019473,10.0
540.0,0.023275791370316882,10.0
545.0,0.024278857244753323,10.0
550.0,0.02509750450470228,10.0
555.0,0.025726447848884334,10.0
559.9999999999999,0.02616404538830104,10.0
565.0,0.026411504492499863,10.0
570.0,0.02647597776337876,10.0
575.0,0.026363499372539317,10.0
580.0,0.026082804041558112,10.0
585.0,0.02564534033546108,10.0
590.0,0.0250617335486673,10.0
595.0,0.024346390729557882,10.0
600.0,0.02351335906227123,10.0
604.9999999999999,0.022578958515390112,10.0
610.0,0.02155971202692342,10.0
615.0,0.020473870297115792,10.0
620.0,0.019341502067049904,10.0
625.0,0.0181844688796339,10.0
630.0,0.01702360098144821,10.0
635.0,0.01588135451784494,10.0
640.0,0.014777395433792022,10.0
645.0,0.013735078463707959,10.0
649.9999999999999,0.0127731034148391,10.0
655.0,0.011910663224517571,10.0
660.0,0.011162381874487141,10.0
665.0,0.010541889815617392,10.0
669.9999999999999,0.010058526135464551,10.0
675.0,0.009718911666326501,10.0
680.0,0.009524901149080982,10.0
685.0,0.009476123996816785,10.0
690.0,0.009568045702971172,10.0
694.9999999999999,0.00979366340874457,10.0
700.0,0.01014344681512635,10.0
705.0,0.010605933102058991,10.0
710.0,0.01116808029686051,10.0
714.9999999999999,0.011816869665287801,10.0
720.0,0.01253743648193171,10.0
725.0,0.01331611483263056,10.0
730.0,0.01413881789746918,10.0
735.0,0.014993807524311452,10.0
740.0,0.01586715027442045,10.0
745.0,0.01674882311356125,10.0
750.0,0.017628736362455318,10.0
