wavelength_nm,reflectance,theta_deg
450.0,0.02007362589652076,10.0
455.0,0.01837651288256354,10.0
460.0,0.01662824600677477,10.0
465.0,0.01494190324301818,10.0
470.0,0.01343009995355165,10.0
475.0,0.012195596467045891,10.0
479.99999999999994,0.01132126556208201,10.0
485.0,0.01085969198950964,10.0
489.99999999999994,0.010829318348342422,10.0
495.0,0.01121572344316954,10.0
500.0,0.01197449580308456,10.0
505.00000000000006,0.01303809245497063,10.0
510.0,0.014329459613157201,10.0
514.9999999999999,0.0157661182757556,10.0
520.0,0.017270557867571153,10.0
525.0,0.01877433632538792,10.0
530.0,0.020220690444465332,10.0
535.0,0.02156470698482877,10.0
540.0,0.02277003674600736,10.0
545.0,0.023815291232326043,10.0
550.0,0.02468364756755403,10.0
555.0,0.02536761763728412,10.0
559.9999999999999,0.025863390565461955,10.0
565.0,0.02617031797271547,10.0
570.0,0.0262944978682665,10.0
575.0,0.02624081864137516,10.0
580.0,0.02601719019319485,10.0
585.0,0.02563434671738328,10.0
590.0,0.025102523759885993,10.0
595.0,0.024435086097068633,10.0
600.0,0.023646232104108433,10.0
604.9999999999999,0.022751394559216882,10.0
610.0,0.02176688275806442,10.0
615.0,0.02070948161029469,10.0
620.0,0.019601109563957702,10.0
625.0,0.01846135733145157,10.0
630.0,0.017311450554786632,10.0
635.0,0.01617368700938718,10.0
640.0,0.01506771494064435,10.0
645.0,0.0140170230581294,10.0
649.9999999999999,0.013040823591363871,10.0
655.0,0.012158721634056591,10.0
660.0,0.011385761586462501,10.0
665.0,0.010736574310624001,10.0
669.9999999999999,0.01022131479903373,10.0
675.0,0.009847560522333897,10.0
680.0,0.009618132160098186,10.0
685.0,0.009533508832683777,10.0
690.0,0.009590304334337295,10.0
694.9999999999999,0.009782079907772802,10.0
700.0,0.010100001806964031,10.0
705.0,0.01053317465225128,10.0
710.0,0.01106898543104136,10.0
714.9999999999999,0.011694603743478221,10.0
720.0,0.012395310566637181,10.0
725.0,0.013157571236189262,10.0
730.0,0.013967043910055902,10.0
735.0,0.014811933688230592,10.0
740.0,0.015678146450541282,10.0
745.0,0.01655540021445953,10.0
750.0,0.01743331513919884,10.0
